Wikipedia food name	milk	eggs	fish	shellfish	tree nuts	peanuts	wheat	soy
Crab bee hoon	1	0	1	1	0	0	0	0
Crab dip	1	0	1	1	0	0	0	0
Crab ice cream	1	1	1	1	0	0	0	0
Crab in oyster sauce	0	0	1	1	0	0	0	1
Crab in Padang sauce	0	0	1	1	0	0	0	0
Crab Louie	0	1	1	1	0	0	0	0
Crab puff	0	0	1	1	0	0	1	0
Crab Rangoon	1	0	1	1	0	0	1	1
Crab stick	0	1	1	1	0	0	1	0
Cracker	0	0	0	0	0	0	1	0
Crackling bread	1	0	0	0	0	0	1	0
Cranachan	1	0	0	0	0	0	0	0
Cranberry sauce	0	0	0	0	0	0	0	0
Craster kipper	0	0	1	0	0	0	0	0
Crawfish pie	1	0	1	1	0	0	1	0
Crayfish as food	0	0	0	1	0	0	0	0
Cream bun	1	0	0	0	0	0	1	0
Cream cracker	0	0	0	0	0	0	1	0
Cream horn	1	0	0	0	0	0	1	0
Cream of asparagus soup	1	0	0	0	0	0	1	0
Cream of broccoli soup	1	0	0	0	0	0	1	0
Cream of mushroom soup	1	0	0	0	0	0	1	0
Cream of sorrel soup	1	0	0	0	0	0	1	0
Cream of Wheat	0	0	0	0	0	0	1	0
Cream pie	1	1	0	0	0	0	1	0
Cream stew	1	0	0	0	0	0	1	0
Cream tea	1	0	0	0	0	0	1	0
Creamed corn	1	0	0	0	0	0	0	0
Creamed eggs on toast	1	1	0	0	0	0	1	0
Creier pane	0	1	0	0	0	0	1	0
Crema catalana	1	1	0	0	0	0	0	0
Crema de fruta	1	0	0	0	0	0	1	0
Crème anglaise	1	1	0	0	0	0	0	0
Crème brûlée	1	1	0	0	0	0	0	0
Crème caramel	1	1	0	0	0	0	0	0
Creme de papaya	1	0	0	0	0	0	0	0
Crème Ninon	1	0	0	0	0	0	1	0
Cremeschnitte	1	1	0	0	0	0	1	0
Cremino	1	0	0	0	1	0	0	0
Crempog	1	1	0	0	0	0	1	0
Creole cream cheese	1	0	0	0	0	0	0	0
Creole mustard	0	0	0	0	0	0	0	0
Crêpe	1	1	0	0	0	0	1	0
Crêpes Suzette	1	1	0	0	0	0	1	0
Créponné	1	1	0	0	0	0	1	0
Crescentina modenese	0	0	0	0	0	0	1	0
Crescia	0	1	0	0	0	0	1	0
Crespéou	0	1	0	0	0	0	0	0
Cretons	1	0	0	0	0	0	0	0
Crisp	0	0	0	0	0	0	1	0
Crisp pork	0	0	0	0	0	0	0	1
Crisp sandwich	0	0	0	0	0	0	1	0
Crispbread	0	0	0	0	0	0	1	0
Crispy fried chicken	1	1	0	0	0	0	1	0
Crispy kangkóng	0	0	0	0	0	0	1	0
Crispy pata	0	0	0	0	0	0	0	1
Crocetta di Caltanissetta	0	1	0	0	0	0	1	0
Croffle	1	1	0	0	0	0	1	0
Croissant	1	0	0	0	0	0	1	0
Croline	0	0	0	0	0	0	0	0
Crompouce	1	1	0	0	0	0	1	0
Croque monsieur	1	0	0	0	0	0	1	0
Croquembouche	1	1	0	0	0	0	1	0
Croquette	0	1	0	0	0	0	1	0
Crostata	0	1	0	0	0	0	1	0
Crostini	0	0	0	0	0	0	1	0
Croustade	1	1	0	0	0	0	1	0
Crouton	0	0	0	0	0	0	1	0
Crow stew	0	0	0	0	0	0	0	0
Crown Pilot Crackers	0	0	0	0	0	0	1	1
Crows	0	0	0	0	0	0	0	0
Crozets de Savoie	0	0	0	0	0	0	1	0
Crudités	0	0	0	0	0	0	0	0
Crudo alemán	0	0	0	0	0	0	0	0
Cruller	1	1	0	0	0	0	1	0
Crumble	0	0	0	0	0	0	1	0
Crumpet	1	0	0	0	0	0	1	0
Crustless bread	0	0	0	0	0	0	1	0
Cuajada	1	0	0	0	0	0	0	0
Cuban bread	0	0	0	0	0	0	1	0
Cuban espresso	0	0	0	0	0	0	0	0
Cuban pastry	0	1	0	0	0	0	1	0
Cuban sandwich	1	0	0	0	0	0	1	0
Cuccalar	0	0	0	0	0	0	0	0
Cuccìa	0	0	0	0	1	0	1	0
Cuccidati	1	1	0	0	1	0	1	0
Cuchuco	0	0	0	0	0	0	0	0
Cucumber raita	1	0	0	0	0	0	0	0
Cucumber sandwich	1	0	0	0	0	0	1	0
Cucumber soup	0	0	0	0	0	0	0	0
Cucurucho	1	0	0	0	0	0	0	0
Cudighi	0	0	0	0	0	0	0	0
Culatello di Zibello	0	0	0	0	0	0	0	0
Cullen skink	1	0	1	0	0	0	0	0
Culurgiones	1	0	0	0	0	0	0	0
Cumberland rum nicky	1	1	0	0	0	0	1	0
Cumberland sauce	0	0	0	0	0	0	0	0
Cumian	0	0	0	0	0	0	0	1
Cup cheese	1	0	0	0	0	0	0	0
Cupnoodle	0	0	0	0	0	0	1	1
Cupcake	1	1	0	0	0	0	1	0
Cupeta	0	0	0	0	1	0	0	0
Curacha Alavar	0	0	1	1	0	0	0	0
Curanto	0	0	1	1	0	0	0	0
Curau	1	0	0	0	0	0	0	0
Curd of Bogra	1	0	0	0	1	0	0	0
Curd rice	1	0	0	0	0	0	0	0
Curd snack	1	0	0	0	0	0	0	0
Cured pork tenderloin	0	0	0	0	0	0	0	0
Curly fries	0	0	0	0	0	0	1	0
Currant bun	1	1	0	0	0	0	1	0
Curry	0	0	0	0	0	0	0	0
Curry beef turnover	0	0	0	0	0	0	1	0
Curry bread	0	0	0	0	0	0	1	0
Curry chickennoodles	0	0	0	0	0	0	1	1
Curry ketchup	0	0	0	0	0	0	0	0
Curry mee	1	1	1	1	0	0	1	0
Curry pie	1	0	0	0	0	0	1	0
Curry powder	0	0	0	0	0	0	0	0
Curry puff	0	0	0	0	0	0	1	0
Currywurst	0	0	0	0	0	0	1	0
Curtido	0	0	0	0	0	0	0	0
Custard	1	1	0	0	0	0	0	0
Custard cream	1	1	0	0	0	0	0	0
Custard pie	1	1	0	0	0	0	1	0
Custard tart	1	1	0	0	0	0	0	0
Cuttlefish geng	0	0	1	0	0	0	0	0
Czernina	0	0	0	0	0	0	0	0
Da jiu-jia	0	1	0	0	0	0	0	1
Daab chingri	0	0	1	0	0	0	0	0
Dabby-Doughs	0	1	0	0	0	0	1	0
Dabeli	0	0	0	0	0	1	1	0
Dabo kolo	0	0	0	0	0	0	1	0
Dabu-dabu	0	0	0	0	0	0	0	0
Dacquoise	0	1	0	0	1	0	0	0
Dadar gulung	0	1	0	0	0	0	1	0
Dadiah	1	0	0	0	0	0	0	0
Daechu-gom	0	0	0	0	1	0	0	0
Dagobert	0	0	0	0	0	0	1	0
Dagwood sandwich	1	0	0	0	0	0	1	0
Daheen	1	0	0	0	0	0	0	0
Dahi	1	0	0	0	0	0	0	0
Dahi baigana	1	0	0	0	0	0	0	0
Dahi chutney	1	0	0	0	0	0	0	0
Dahi machha	0	0	1	0	0	0	0	0
Dahi puri	1	0	0	0	0	0	1	0
Dahi vada	1	0	0	0	0	0	0	0
Dahibara aludam	1	0	0	0	0	0	1	0
Daing	0	0	1	0	0	0	0	0
Dak-bokkeum-tang	0	0	0	0	0	0	0	1
Dak-galbi	0	0	0	0	0	0	0	1
Dak-hanmari	0	0	0	0	0	0	0	1
Dak-kkochi	0	0	0	0	0	0	0	1
Dak-ttongjip	0	0	0	0	0	0	1	0
Dakjuk	0	0	0	0	0	0	0	0
Dakos	1	0	0	0	0	0	1	0
Daktyla	0	0	0	0	1	0	0	0
Dal	0	0	0	0	0	0	0	0
Dal Badam Chakki	0	0	0	0	1	0	0	0
Dal bhat	0	0	0	0	0	0	1	0
Dal biji	0	0	0	0	0	0	0	0
Dal dhokli	0	0	0	0	0	0	1	0
Dal makhani	1	0	0	0	0	0	0	0
Dalcha	0	0	0	0	0	0	1	0
Dalgona	1	0	0	0	0	0	0	0
Dambou	0	0	0	0	0	0	0	0
Damper	0	0	0	0	0	0	1	0
Dampfnudel	1	0	0	0	0	0	1	0
Danbing	0	1	0	0	0	0	1	1
Dandannoodles	0	0	0	0	0	0	1	1
Danger dog	0	0	0	0	0	0	1	0
Dangke	0	0	0	0	0	0	0	1
Dango	0	0	0	0	0	0	1	0
Danish pastry	1	1	0	0	0	0	1	0
Danja	0	0	0	0	0	0	0	0
Daral	0	0	0	0	0	0	0	0
Dariole	0	1	0	0	0	0	1	0
Dark soy sauce	0	0	0	0	0	0	1	1
Dashi	0	0	1	0	0	0	0	0
Dasik	0	0	0	0	1	0	0	0
Dastarkhān	1	0	0	0	0	0	1	0
Date and walnut loaf	1	1	0	0	1	0	1	0
Date shake	1	0	0	0	0	0	0	0
Date square	1	0	0	0	1	0	1	0
Dátiles rellenos	0	0	0	0	1	0	0	0
Datshi	1	0	0	0	0	0	0	0
Daube	0	0	0	0	0	0	0	0
Daun ubi tumbuk	0	0	0	0	0	0	0	0
David Eyre s pancake	1	1	0	0	0	0	1	0
Dazhu gansi	0	0	0	0	0	0	0	1
Deep fried pizza	1	0	0	0	0	0	1	0
Deep-fried Mars bar	1	1	0	0	0	0	1	0
Deep-fried Oreo	1	0	0	0	0	0	1	0
Dek Ngor	0	0	1	1	0	0	0	1
Demi-glace	0	0	0	0	0	0	0	0
Dendeng	0	0	0	0	0	0	0	1
Denver sandwich	1	1	0	0	0	0	1	0
Depression cake	0	0	0	0	0	0	1	0
Derby pie	1	1	0	0	1	0	1	0
Desem	0	0	0	0	0	0	1	0
Dessert	1	1	0	0	0	0	1	0
Dessert bar	0	1	0	0	1	0	1	0
Dessert salad	1	0	0	0	1	0	0	0
Detroit-style pizza	1	0	0	0	0	0	1	0
Deuk Deuk Tong	0	0	0	0	0	0	1	1
Devil s curry	0	0	0	0	0	0	0	0
Devil s food cake	1	1	0	0	0	0	1	0
Deviled egg	0	1	0	0	0	0	0	0
Devilled kidneys	1	0	0	0	0	0	0	0
Devils on horseback	0	0	0	0	0	0	0	0
Devizes pie	0	0	0	0	0	0	1	0
Dezhou braised chicken	0	0	0	0	0	0	0	1
Dhansak	0	0	0	0	0	0	1	0
Dhau	1	0	0	0	0	0	0	0
Dhindo	0	0	0	0	0	0	1	0
Dhokla	1	0	0	0	0	0	1	0
Dhondas	0	0	0	0	1	0	0	0
Dhoper chop	0	0	0	0	0	0	1	0
Dibile	0	0	0	0	0	0	0	0
Digestive biscuit	0	0	0	0	0	0	1	0
Dijon mustard	0	0	0	0	0	0	0	0
Dikgobe	0	0	0	0	0	0	0	0
Dilber dudağı	0	1	0	0	0	0	1	0
Dim sim	0	0	0	0	0	0	0	1
Dimlama	0	0	0	0	0	0	0	0
Dinakdakan	0	0	0	0	0	0	0	1
Dinamita	1	0	0	0	0	0	0	0
Dinengdeng	0	0	1	1	0	0	0	0
Dinuguan	0	0	1	0	0	0	0	0
Diples	0	1	0	0	1	0	1	0
Diplomat pudding	1	1	0	0	0	0	1	0
Dipping sauce	0	0	0	0	0	0	0	0
Dirt cake	1	0	0	0	0	0	1	0
Divinity	0	1	0	0	1	0	0	0
Diyabath	0	0	0	0	0	0	0	0
Dizé milé	0	0	0	0	0	0	0	0
Dobara	0	0	0	0	0	0	0	0
Dobash cake	1	1	0	0	0	0	1	0
Doberge cake	1	1	0	0	0	0	1	0
Dobos torte	1	1	0	0	0	0	1	0
Doce	1	0	0	0	0	0	0	0
Doce de gila	0	0	0	0	0	0	0	0
Dock pudding	0	0	0	0	0	0	1	0
Dodger Dog	0	0	0	0	0	0	1	0
Dodol	0	0	0	0	0	0	1	0
Doenjang	0	0	0	0	0	0	0	1
Doenjang-guk	0	0	0	0	0	0	0	0
Doenjang-jjigae	0	0	0	0	0	0	0	0
Dolma	0	0	0	0	0	0	0	0
Domachha	0	0	0	0	0	0	0	0
Domates mücveri	0	1	0	0	0	0	1	0
Dominostein	0	0	0	0	0	0	1	0
Donair	0	0	0	0	0	0	0	0
Donauwelle	1	1	0	0	0	0	1	0
Dondurma	1	0	0	0	0	0	0	0
Doner kebab	1	0	0	0	0	0	1	0
Dongchimi	0	0	0	0	0	0	0	0
Dongpo pork	0	0	0	0	0	0	0	1
Donkey burger	0	0	0	0	0	0	1	0
Doodh pati chai	1	0	0	0	0	0	0	0
Doodhpak	1	0	0	0	0	0	0	0
Doogh	1	0	0	0	0	0	0	0
Dopiaza	0	0	0	0	0	0	0	0
Dorayaki	0	1	0	0	0	0	1	0
Doria	1	0	0	0	0	0	1	0
Dosa	0	0	0	0	0	0	1	0
Dosi	0	0	0	0	1	0	0	0
Dotori-muk	0	0	0	0	0	0	0	0
Dots	0	0	0	0	0	0	0	0
Double Decker	1	0	0	0	0	0	1	1
Double Dip	0	0	0	0	0	0	1	0
Double ka meetha	1	0	0	0	1	0	1	0
Double skin milk	1	0	0	0	0	0	0	0
Doubles	0	0	0	0	0	0	1	0
Douchi	0	0	0	0	0	0	0	1
Dough conditioner	0	0	0	0	0	0	1	0
Doughnut	1	1	0	0	0	0	1	0
Douhua	0	0	0	0	0	0	0	1
Doujiang	0	0	0	0	0	0	0	1
Dovga	0	1	0	0	0	0	1	0
Dowry cake	1	1	0	0	0	0	1	0
Drabbelkoek	1	0	0	0	0	0	1	0
Dragon beardnoodles	0	0	0	0	0	0	1	0
Draw soup	0	0	1	0	0	0	0	0
Dressed crab	0	0	1	1	0	0	0	0
Dressed herring	0	0	1	0	0	0	0	0
Dried persimmon	0	0	0	0	0	0	0	0
Dripping cake	1	1	0	0	0	0	1	0
Drisheen	0	0	0	0	0	0	1	0
Droëwors	0	0	0	0	0	0	0	0
Drunkennoodles	0	0	1	0	0	0	0	1
Drunken shrimp	0	0	1	1	0	0	0	1
Dubu-kimchi	0	0	0	0	0	0	0	1
Ducana	0	0	0	0	1	0	1	0
Duchess potatoes	1	1	0	0	0	0	0	0
Duck Bamboo Curry	0	0	1	0	0	0	0	0
Duck blood and vermicelli soup	0	0	0	0	0	0	1	1
Duck rice	0	0	0	0	0	0	0	0
Duck soupnoodles	0	0	1	0	0	0	1	0
Duckanoo	0	0	0	0	1	0	0	0
Düğün çorbası	0	1	0	0	0	0	1	0
Dulce de batata	0	0	0	0	0	0	0	0
Dulce de leche	1	0	0	0	0	0	0	0
Dum aloo	1	0	0	0	1	0	0	0
Dumb bread	0	0	0	0	0	0	1	0
Dumpling	0	0	0	0	0	0	1	0
Dundee cake	0	1	0	0	1	0	1	0
Duqqa	0	0	0	0	1	0	0	0
Durus kura	0	0	0	0	0	0	0	0
Dutch baby pancake	1	1	0	0	0	0	1	0
Dutch letter	0	1	0	0	1	0	0	0
Dutch process cocoa	0	0	0	0	0	0	0	0
Dutchie	1	1	0	0	0	0	1	0
Duxelles	0	0	0	0	0	0	0	0
Dwaeji gukbap	0	0	0	0	0	0	0	1
Dyrlægens natmad	0	1	0	0	0	0	1	0
Ear-hole fried cake	1	1	0	0	0	0	1	0
Easter biscuit	1	0	0	0	0	0	1	0
Easter bread	1	1	0	0	1	0	1	0
Ecclefechan tart	0	1	0	0	1	0	1	0
Eccles cake	1	0	0	0	0	0	1	0
Echicha	0	0	0	0	0	1	0	0
Éclair	1	1	0	0	0	0	1	0
Economy rice	0	1	0	0	0	0	1	0
Edamame	0	0	0	0	0	0	0	1
Editan	0	0	1	1	0	0	0	0
Eelnoodles	0	0	1	0	0	0	0	1
Efo riro	0	0	1	0	0	0	0	0
Egg bhurji	0	1	0	0	0	0	0	0
Egg butter	0	1	0	0	0	0	0	0
Egg coffee	0	1	0	0	0	0	0	0
Egg drop soup	0	1	0	0	0	0	0	1
Egg foo young	0	1	1	1	0	0	0	0
Egg garnish	0	1	0	0	0	0	0	0
Egg in the basket	0	1	0	0	0	0	1	0
Egg pie	1	1	0	0	0	0	1	0
Egg roll	0	1	0	0	0	0	1	1
Egg salad	0	1	0	0	0	0	0	0
Egg sandwich	0	1	0	0	0	0	1	0
Egg tart	1	1	0	0	0	0	1	0
Egg tong sui	0	1	0	0	0	0	0	0
Egg waffle	1	1	0	0	0	0	1	0
Egg yolk pastry	0	1	0	0	0	0	1	0
Eggplant jam	0	0	0	0	0	0	0	0
Eggplant papoutsaki	1	0	0	0	0	0	0	0
Eggplant salads and appetizers	0	0	0	0	0	0	0	0
Eggs Benedict	1	1	0	0	0	0	1	0
Eggs Kejriwal	1	1	0	0	0	0	1	0
Eghajira	0	0	0	0	0	0	0	0
Eiernockerl	1	1	0	0	0	0	1	0
Eight treasure duck	0	0	1	0	0	0	0	0
Eish fino	0	0	0	0	0	0	1	0
Eish merahrah	0	0	0	0	0	0	1	0
Eish shamsi	0	0	0	0	0	0	1	0
Ekiben	0	1	1	0	0	0	0	0
Ekmek kadayıfı	0	0	0	0	1	0	1	0
Elenski but	0	0	0	0	0	0	0	0
Embroidered peppers	0	0	1	1	0	0	0	1
Embutido	1	1	0	0	0	0	1	1
Empal gentong	0	0	0	0	1	0	0	0
Empalme	1	0	0	0	0	0	1	0
Empanada	0	1	0	0	0	0	1	0
Emping	0	0	0	0	1	0	0	0
Empire biscuit	0	0	0	0	0	0	1	0
Encacahuatado	0	0	0	0	0	1	0	0
Encebollado	0	0	1	0	0	0	0	0
Encharcada	0	1	0	0	0	0	0	0
Enchilada	1	0	0	0	0	0	1	0
Enduri pitha	0	0	0	0	0	0	1	0
English muffin	0	0	0	0	0	0	1	0
Ensaïmada	0	1	0	0	0	0	1	0
Entomatada	1	0	0	0	0	0	1	0
Eo-mandu	0	1	0	0	0	0	1	1
Epis	0	0	0	0	0	0	0	0
Eris	0	0	0	0	1	0	1	0
Erkuai	0	0	0	0	0	0	1	0
Es buah	0	0	0	0	0	0	0	0
Es campur	0	0	0	0	0	0	0	0
Es doger	1	0	0	0	0	0	0	0
Es goyang	1	0	0	0	0	0	0	0
Es teler	1	0	0	0	0	0	0	0
Escabeche	0	0	1	0	0	0	0	0
Escalivada	0	0	0	0	0	0	0	0
Escalope	1	1	1	0	0	0	0	0
Escamol	0	0	0	0	0	0	0	0
Escudella	0	0	0	0	0	0	1	0
Esgarrat	0	0	1	0	0	0	0	0
Eshabwe	1	0	0	0	0	0	0	0
Espagnole sauce	0	0	0	0	0	0	1	0
Espasol	0	0	0	0	0	0	0	0
Espetada	0	0	0	0	0	0	0	0
Espumilla	0	1	0	0	0	0	0	0
Esterházy torte	0	1	0	0	1	0	1	0
Estofado	0	0	0	0	0	0	0	0
Estufao	0	0	0	0	0	0	0	1
Etli makarna	0	0	0	0	0	0	1	0
Eton mess	1	0	0	0	0	0	0	0
Etor	0	0	1	0	0	0	0	0
Étouffée	0	0	1	1	0	0	1	0
Euneo-juk	0	0	0	0	1	0	0	0
Eurocrem	1	0	0	0	1	0	0	1
Eve s pudding	0	1	0	0	0	0	1	0
Everlasting	0	0	1	1	0	0	0	0
Everlasting Gobstopper	0	0	0	0	0	0	0	0
Everything bagel	0	0	0	0	0	0	1	0
Evil jungle prince	0	0	1	0	0	0	0	0
Ewa aganyin	0	0	1	0	0	0	0	0
Ezogelin soup	0	0	0	0	0	0	1	0
Fa gao	0	0	0	0	0	0	1	0
Fabada asturiana	0	0	0	0	0	0	0	0
Fabes con almejas	0	0	0	1	0	0	0	0
Faggot	0	0	0	0	0	0	1	0
Fah-fah	0	0	0	0	0	0	0	0
Fahsa	0	0	0	0	0	0	0	0
Fairy bread	1	0	0	0	0	0	1	0
Fajita	0	0	0	0	0	0	1	0
Falafel	0	0	0	0	0	0	1	0
Falooda	1	0	0	0	1	0	1	0
Faloodeh	0	0	0	0	0	0	1	0
Faluche	0	0	0	0	0	0	1	0
Falukorv	0	0	0	0	0	0	0	0
Fanesca	1	1	0	0	0	1	0	0
Fánk	1	1	0	0	0	0	1	0
Fanouropita	0	0	0	0	1	0	1	0
Fanta cake	0	1	0	0	0	0	1	0
Far Breton	1	1	0	0	0	0	1	0
Far far	0	0	0	0	0	0	0	0
Farali potatoes	0	0	0	0	0	1	0	0
Faraoa  ipo	0	0	0	0	0	0	1	0
Farfalle	0	0	0	0	0	0	1	0
Farfel	0	1	0	0	0	0	1	0
Fårikål	0	0	0	0	0	0	0	0
Farina	0	0	0	0	0	0	1	0
Farinata	0	0	0	0	0	0	1	0
Farl	1	0	0	0	0	0	1	0
Farsan	0	0	0	0	0	0	1	0
Fartons	1	1	0	0	0	0	1	0
Fasnacht	1	1	0	0	0	0	1	0
Fasolada	0	0	0	0	0	0	0	0
Fasole cu cârnați	0	0	0	0	0	0	0	0
Fat Boy	1	0	0	0	0	0	1	0
Fat rascal	1	1	0	0	1	0	1	0
Fatayer	1	0	0	0	0	0	1	0
Fatias do Freixo	1	1	0	0	0	0	1	0
Fatoot	0	0	0	0	0	0	1	0
Fatoot samneh	1	0	0	0	0	0	1	0
Fatost	1	0	0	0	0	0	0	0
Fatteh	1	0	0	0	1	0	1	0
Fattoush	0	0	0	0	0	0	1	0
Fava	0	0	0	0	0	0	0	0
Fazer Blue	1	0	0	0	0	0	0	1
Fazuelos	0	1	0	0	0	0	1	0
Fazuelos	0	1	0	0	0	0	1	0
Feetloaf	0	1	0	0	0	0	1	0
Feijão tropeiro	0	1	0	0	0	0	0	0
Feijoada	0	0	0	0	0	0	0	0
Feijoada	0	0	0	0	0	0	0	0
Fenia	0	0	0	0	0	0	0	0
Fennel with lamb	0	0	0	0	0	0	0	0
Fesenjān	0	0	0	0	1	0	0	0
Feteer meshaltet	1	0	0	0	0	0	1	0
Fettuccine	1	0	0	0	0	0	1	0
Fettuccine Alfredo	1	0	0	0	0	0	1	0
Fiambre	1	1	0	0	1	1	1	0
Ficelle	0	0	0	0	0	0	1	0
Fideuà	0	0	1	1	0	0	1	0
Fig cake	0	1	0	0	1	0	1	0
Fig roll	0	0	0	0	0	0	1	0
Fig-cake	0	1	0	0	1	0	1	0
Figgy duff	1	0	0	0	0	0	1	0
Figgy pudding	1	1	0	0	0	0	1	0
Fileja	0	0	0	0	0	0	1	0
Filhó	0	1	0	0	0	0	1	0
Filipino spaghetti	1	0	0	0	0	0	1	0
Filo	0	0	0	0	0	0	1	0
Filone	0	0	0	0	0	0	1	0
Financier	0	1	0	0	1	0	1	0
Finger bun	1	0	0	0	0	0	1	0
Finlandia	1	0	0	0	0	0	0	1
Finnish bread	0	0	0	0	0	0	1	0
Finskepinner	0	0	0	0	1	0	1	0
Fiori	0	0	0	0	0	0	1	0
Fios de ovos	0	1	0	0	0	0	0	0
Firinda	0	0	0	0	0	0	0	0
Fischbrötchen	0	0	1	0	0	0	1	0
Fish amok	0	1	1	0	0	0	0	0
Fish and brewis	0	0	1	0	0	0	1	0
Fish and chips	0	0	1	0	0	0	1	0
Fish cracker	0	0	1	0	0	0	1	0
Fish finger	0	1	1	0	0	0	1	0
Fish finger sandwich	0	0	1	0	0	0	1	0
Fish head casserole	0	0	1	0	0	0	0	0
Fish head curry	0	0	1	0	0	0	0	0
Fish longganisa	0	0	1	0	0	0	0	0
Fish pie	1	0	1	0	0	0	1	0
Fish sauce	0	0	1	0	0	0	0	0
Fish soup	0	0	1	0	0	0	0	0
Fish soup bee hoon	0	0	1	0	0	0	0	0
Fish tea	0	0	1	0	0	0	0	0
Fish tofu	0	0	1	0	0	0	0	0
Fishcake	0	0	1	0	0	0	1	0
Fisherman s soup	0	0	1	1	0	0	0	0
Fit-fit	0	1	0	0	0	0	1	0
Fizzies	0	0	0	0	0	0	1	0
Fla-Vor-Ice	0	0	0	0	0	0	0	0
Flädle	1	1	0	0	0	0	1	0
Flæskesteg	0	0	0	0	0	0	0	0
Flaki	0	0	0	0	0	0	1	0
Flaky pastry	0	0	0	0	0	0	1	0
Flamiche	1	1	0	0	0	0	1	0
Flammekueche	1	0	0	0	0	0	1	0
Flan	1	1	0	0	0	0	0	0
Flan cake	1	1	0	0	0	0	0	0
Flanby	1	1	0	0	0	0	0	0
Flaó	1	1	0	0	0	0	1	0
Flaouna	1	1	0	0	0	0	1	0
Flapjack	0	0	0	0	0	0	1	0
Flapper pie	1	0	0	0	0	0	1	0
Fläskpannkaka	1	1	0	0	0	0	1	0
Flat white	1	0	0	0	0	0	0	0
Flatbread	0	0	0	0	0	0	1	0
Flatbread muffin	1	0	0	0	0	0	1	0
Flatbrød	0	0	0	0	0	0	1	0
Flatkaka	0	0	0	0	0	0	1	0
Flattened rice	0	0	0	0	0	0	0	0
Flaugnarde	1	1	0	0	0	0	1	0
Fleischkuekle	0	0	0	0	0	0	1	0
Flemish stew	0	0	0	0	0	0	1	0
Flia	1	1	0	0	0	0	1	0
Flies  graveyard	0	0	0	0	0	0	0	0
Flipper pie	1	0	1	0	0	0	1	0
Floating island	1	1	0	0	0	0	0	0
Flomaria	1	1	0	0	0	0	1	0
Florentine biscuit	0	1	0	0	1	0	1	0
Flour kurabiye	0	0	0	0	1	0	1	0
Flour tortilla	0	0	0	0	0	0	1	0
Flourless chocolate cake	0	1	0	0	0	0	0	0
Fluffernutter	0	0	0	0	0	1	1	0
Flummadiddle	0	0	0	0	0	0	1	0
Flummery	1	0	0	0	0	0	0	0
Flumps	0	0	0	0	0	0	0	0
Flying Jacob	1	0	0	0	0	1	0	0
Flying saucer	0	0	0	0	0	0	0	0
Foam cake	0	1	0	0	0	0	1	0
Focaccia	0	0	0	0	0	0	1	0
Foglie d ulivo	0	0	0	0	0	0	1	0
Foie gras	0	0	0	0	0	0	0	0
Folar	0	1	0	0	1	0	1	0
Fondant icing	0	0	0	0	0	0	0	0
Fondant potatoes	1	0	0	0	0	0	0	0
Fondue	1	0	0	0	0	0	0	0
Fool s Gold Loaf	0	0	0	0	0	1	1	0
Forash	0	0	0	0	0	0	0	0
Force	0	0	0	0	0	0	1	0
Fortune cookie	0	0	0	0	0	0	1	0
Fougasse	0	0	0	0	0	0	1	0
Francesinha	1	0	0	0	0	0	1	0
Francesinha poveira	1	0	0	0	0	0	1	0
Frangipane	0	1	0	0	1	0	1	0
Frangollo	1	0	0	0	0	0	1	0
Frank  n Stuff	1	0	0	0	0	0	1	0
Frankenburger Bratknödel	1	1	0	0	0	0	1	0
Frankfurter Kranz	1	1	0	0	1	0	1	0
Frankfurter Rindswurst	0	0	0	0	0	0	0	0
Franzbrötchen	1	0	0	0	0	0	1	0
Frappé coffee	1	0	0	0	0	0	0	0
Freekeh	0	0	0	0	0	0	1	0
Freeze-dried ice cream	1	0	0	0	0	0	0	0
Freezie	0	0	0	0	0	0	0	0
Freginat	0	0	0	0	0	0	0	0
Fregula	0	0	0	0	0	0	1	0
French cruller	1	1	0	0	0	0	1	0
French dip	1	0	0	0	0	0	1	0
French dressing	0	0	0	0	0	0	0	0
French fries	0	0	0	0	0	0	1	0
French onion dip	1	0	0	0	0	0	0	0
French onion soup	1	0	0	0	0	0	1	0
French tacos	1	0	0	0	0	0	1	0
French toast	1	1	0	0	0	0	1	0
Friand	0	1	0	0	1	0	1	0
Fricasse	0	0	0	0	0	0	1	0
Frico	1	0	0	0	0	0	0	0
Fricot	0	0	0	0	0	0	0	0
Fried bake	0	0	0	0	0	0	1	0
Fried brain sandwich	1	1	0	0	0	0	1	0
Fried bread	0	0	0	0	0	0	1	0
Fried cauliflower	0	0	0	0	0	0	1	0
Fried chicken	0	1	0	0	0	0	1	0
Fried clams	0	0	1	1	0	0	1	0
Fried Coke	1	1	0	0	0	0	1	0
Fried dough	1	0	0	0	0	0	1	0
Fried egg	0	1	0	0	0	0	0	0
Fried ice cream	1	0	0	0	0	0	1	0
Fried milk	1	1	0	0	0	0	1	0
Fried mushrooms	0	1	0	0	0	0	1	0
Fried okra	0	0	0	0	0	0	1	0
Fried pickle	1	1	0	0	0	0	1	0
Fried pie	0	0	0	0	0	0	1	0
Fried plantain	0	0	0	0	0	0	0	0
Fried rice	0	1	0	0	0	0	0	1
Fried shrimp cake	0	1	1	1	0	0	0	0
Frikadelle	1	1	0	0	0	0	1	0
Frikkadel	0	1	0	0	0	0	1	0
Fritaja	0	1	0	0	0	0	0	0
Fritas de prasa	0	1	0	0	0	0	1	0
Fritelli	1	1	0	0	0	0	1	0
